,Comments,Positive,Negative,Neutral,Compound,Sentiment
6345,thanks great content,0.875,0.0,0.125,0.7906,Positive
6346,wow detailed lesson single multi regression crossvalidation regarding comment actual selling price information error computation model fitting leakage use model fitting thanks,0.236,0.095,0.669,0.6124,Positive
6347,watch  speed thanks great content ,0.7,0.0,0.3,0.7906,Positive
6348,alright learn ds language youre using c,0.286,0.0,0.714,0.25,Positive
6349,liked subscribed thanku,0.583,0.0,0.417,0.4215,Positive
6350,competitive programming good data scientist someone participated got good result mention hisher resume,0.429,0.0,0.571,0.7579,Positive
6351,nice thanks,1.0,0.0,0.0,0.6908,Positive
6352,learned great cleaning skills datasets thanks,0.636,0.0,0.364,0.7906,Positive
6353,believe data science musthave skill even think current field related data science eventually would,0.0,0.0,1.0,0.0,Neutral
6354,great lecture easy understand gain lot skills vedio thanks,0.727,0.0,0.273,0.9231,Positive
6355,great intro exploration easy first timers nice recap beginners thanks,0.745,0.0,0.255,0.9274,Positive
6356,thanks intro starting anaconda easy follow using jupyter since  kind one used understand spyder see variable dataframe easily question code dataset run faster spyder jupyter thanks,0.408,0.0,0.592,0.926,Positive
6357,videos eda,0.0,0.0,1.0,0.0,Neutral
6358,seems like kind toptier job would get silicon valley im midwest us really want see mundane less glamorous jobs since dont want leave behind family friends life indiana chase dream job know someone works data analyst canon lot work sql queries relational databases excel spreadsheets dont get wrong  job looks amazing  looks really competitive like  applications per job sorts things something would near impossible background humanitiesedit know reread comment sounded rude let say really appreciate content videos ,0.351,0.03,0.619,0.9802,Positive
6359,much respect ken transparent instead hard selling like everyone else,0.4,0.1,0.5,0.6369,Positive
6360,dislike button hurt help creators,0.252,0.561,0.187,-0.5106,Negative
6361,bet countess survived v,0.623,0.0,0.377,0.5106,Positive
6362,judging amount effort put organizing thoughts ideas displaying videos tell would make excellent lecturer,0.222,0.0,0.778,0.5719,Positive
6363,hi keni want know whether classical algorithmic concepts greedy methods divide conquer dynamic programming etc necesaary learn moving ml waiting reply,0.161,0.095,0.744,0.1531,Positive
6364,resources data camp data class get,0.0,0.0,1.0,0.0,Neutral
6365,hi ken thank much sharing info following guide data science journey really appreciate everything currently account manager feel burning love data science data daily bread would like manage data deep way creating new value  agree best way learning data science projects think best could finding projects beginners kaggle could better kaggle projects without kind limit case purpose increasing skills different kind data analysis  thank ken great day ,0.41,0.057,0.533,0.9866,Positive
6366,hi ken hope well thank great deal work help trying replicate video spyder  tried  x  got    console would advise get please,0.542,0.0,0.458,0.9393,Positive
6367,hey ken good reads recommended building data science knowledge  i’ll going kaggle eventually mentioned i’m community college learning c computer science transferring  getting bs data science learn python r,0.158,0.0,0.842,0.5719,Positive
6368,sounds like clustering models unsupervised used design database tables,0.238,0.0,0.762,0.3612,Positive
6369,thank ken contents recently got  data science course discount link😁 noticed basic knowledge gap learning unstructured manner hope polish skills get job year winds thank,0.264,0.0,0.736,0.7845,Positive
6370,thank brutally honest respect,0.69,0.31,0.0,0.5994,Positive
6371,hey ken ever plan make videos teaching data science concepts sort tutorials struggling time try live streaming save much time since dont edit   interact us guys often,0.103,0.09,0.806,0.1027,Positive
6372,hi ken really like voice im native english speaker video really helps speak like data engineer hahaim masters degree data scienceai personally speaking colleges courses many resources like andrew ngs lecture mainly focusing mathematical theories courses job seeking really useful  thank awesome content,0.375,0.0,0.625,0.9666,Positive
6373,honest,1.0,0.0,0.0,0.5106,Positive
6374,hi ken saw course already bought one year package boot camp starts fortnight desperate time get machine leaning code done kaggle datasets go course bootcamp currently undergoing kaggle minicourses get going new visualisation course  also onholding lol watch titanin walkthrough several times great high level us beginners trying easier one estonia wonder could something like titanic much simplier dataset really beginners like voice tone speed really easy understand like  guide learners well need practise datasets kaggle comes overwhelming beginners much learn roam around kaggle took minicourse learn get data submit thanks contents watch everyone,0.227,0.021,0.752,0.9686,Positive
6375,dude literally binge watched almost videos thank much providing invaluable informative information general public felt channel especially invaluable ability attend higher level institution channel clearly concisely shows necessary steps procedures succeed field greatly admire appreciate youre actual legend keep amazing work,0.38,0.0,0.62,0.9632,Positive
6376,love honesty save money video appreciate lot,0.816,0.0,0.184,0.9231,Positive
6377,beast gig new deep learning please let know pc ok itprocessor amd phenom hi   core  threadsram   gb   card  ati   gb   gb ssd  tb hard disk,0.161,0.05,0.789,0.4767,Positive
6378,bought video commented 👍🏻😂😎,0.0,0.0,1.0,0.0,Neutral
6379,like fact made clear arent inherent skills character sets learnt would work collaboration personal projects ds web development,0.242,0.0,0.758,0.6249,Positive
6380,guy great lad hes inspiration point,0.652,0.0,0.348,0.8176,Positive
6381,production quality 💯💯 camera mix editing speaking everything much growth haha,0.384,0.0,0.616,0.6808,Positive
6382,really  cool see python anaconda fight jupyter planet like r rated movie haha,0.433,0.139,0.428,0.6697,Positive
6383,ken im curious prefer spyder jupyter preferred editor,0.247,0.0,0.753,0.3182,Positive
6384,game changing playlist far one valuable lessons date thank,0.444,0.0,0.556,0.6808,Positive
6385,always plugging great ethos reading comments think highlighting free content already great substitute great point build trust support,0.643,0.0,0.357,0.9705,Positive
6386,  haha wowgreat video man,0.5,0.0,0.5,0.4588,Positive
6387,anyone else going get course hear kens voice 🙋🏿‍♂️,0.0,0.0,1.0,0.0,Neutral
6388,🤔 bought course watching dont buy course video,0.0,0.0,1.0,0.0,Neutral
6389,dont come live solving data science case study code solve along case problems learn approach friends would love watch possible way watched loved every content,0.354,0.129,0.517,0.8506,Positive
6390,honest person giving opinion thanks,0.811,0.0,0.189,0.8225,Positive
6391,udemy courses really affordable first intro machine learning via udemy good thing get answer questions youtube,0.162,0.0,0.838,0.4404,Positive
6392,big fan show guidance provide  interviews like extremely helpful us looking get data science motivational perspective someone heres proof instructional perspective heres way someone worked heres  thank,0.311,0.0,0.689,0.8553,Positive
6393,honest cool course ,0.848,0.0,0.152,0.6808,Positive
6394,environment people market products without considering actual value people open like honest target audience ethics importantthank awesome content always ,0.368,0.076,0.557,0.8344,Positive
6395,damn ken sooo humble man love,0.385,0.248,0.367,0.3612,Positive
6396,think course done day like    hours total also go indepth analysis python rudimentary information python want get better python skills,0.283,0.0,0.717,0.6908,Positive
6397,great clickbait title like,0.767,0.0,0.233,0.765,Positive
6398,havent seen honest personality life thinking people really appreciated effortsi wish dreams come true 👍,0.507,0.114,0.379,0.8539,Positive
6399,rarely leave comments videos someone working towards landing first ds job i’ve found content channel extremely valuable also appreciate candor transparency,0.294,0.0,0.706,0.7583,Positive
6400,college sponsoring courses coursera till end september im completing courses assignments  day many personal projects mind wanna im able decide stop taking courses projects instead im learning new stuff time courses great currently completing applied data science python specialization plan deep learning specialization completing one think thanks reading till end,0.125,0.039,0.836,0.7003,Positive
6401,im data science professional certification ibm coursera whats opinion really hope worth im course  total  started  months ago im overwhelmed amount topics need learn one thing really bothers dont know deeply need understand particular topic example python numpy pandas etc much required able work effectively data suggestions ken,0.174,0.038,0.788,0.749,Positive
